id,a1,a2,a3,n1,n2,n3,e1,e2,e3,f1,f2,f3,h1,h2,h3,origination,classes,contribution,csat,intent,treatment
RFBXOBO7,5,5,6,4,1,3,1,1,1,1,1,1,1,1,1,2022,22,211.89,6,4,Control
7PHOWFYI,5,7,6,1,1,1,7,6,7,5,4,5,7,7,6,2014,423,4110.39,4,6,Subscription
G6RTY7CS,6,6,6,4,4,3,2,4,3,1,1,1,2,2,2,2021,62,544.06,6,4,Control
W132M9LP,4,3,4,3,4,5,2,2,2,1,1,1,2,2,1,2022,24,249.25,5,4,Subscription
BI8TIC2Z,5,4,6,5,5,5,5,6,5,5,3,4,6,5,6,2019,148,1756.5,4,4,Subscription
K4QM0XCU,7,7,7,3,4,4,2,2,2,3,2,2,2,2,2,2021,56,460.76,6,3,Ad
OQ112TGD,3,3,3,3,3,4,4,3,3,4,5,3,7,7,6,2020,108,1029.78,3,3,Ad
COTLJ8IL,5,5,5,3,4,4,3,3,3,5,5,4,6,6,6,2013,440,5290.3,3,4,Subscription
FFX5ATBG,7,6,5,6,4,5,2,3,2,2,2,2,2,3,2,2021,52,463.88,6,5,Ad
BR65YFYQ,4,4,4,2,3,2,1,1,1,1,1,1,1,1,1,2021,54,483.36,5,3,New Product
H9Q6LBFQ,6,5,4,2,3,2,2,2,2,1,2,1,2,2,2,2022,18,166.36,6,3,Control
7YJJ363A,5,5,5,2,2,3,2,3,2,4,3,3,4,4,4,2017,228,2358.91,4,5,New Product
DFYEQX5C,5,4,6,1,1,2,1,2,1,1,1,1,1,1,1,2022,22,191.29,6,2,Subscription
8S149NAW,7,6,6,6,6,6,3,5,5,5,6,6,7,7,7,2020,102,1226.23,4,4,Subscription
GBZWUH1A,7,5,7,6,5,6,2,2,2,3,1,2,2,2,2,2021,48,429.37,6,5,Control
QGH0M30K,5,4,5,4,6,6,5,5,5,6,5,5,7,7,7,2022,32,365.5,3,4,New Product
8CPF4SHI,7,7,6,1,1,1,6,5,6,5,6,6,7,7,6,2016,448,4485.08,4,3,Control
5TVDJV9P,2,4,2,2,2,2,3,4,4,4,4,4,7,7,6,2021,68,712.14,3,3,Control
OVEX3G3F,7,7,7,6,7,7,4,5,5,3,1,2,4,4,4,2021,28,277.29,7,5,Ad
KZZ127YR,6,7,7,1,1,1,7,7,7,5,5,4,6,6,6,2014,486,5419.05,5,7,New Product
UOUMS1HC,5,5,5,5,6,6,6,6,4,5,6,4,5,5,5,2023,4,46.33,4,4,Subscription
P76TUJLV,4,5,5,4,5,6,5,5,3,3,2,2,5,4,4,2022,35,349.11,5,5,Ad
E3NMVP3U,7,6,7,4,3,4,1,1,1,1,2,2,1,2,2,2021,42,351.93,6,4,Subscription
7J0BJCJ6,5,7,3,1,1,1,4,6,5,5,5,7,6,6,6,2017,306,3764.33,3,5,New Product
14EWR6KW,5,7,5,3,3,4,4,4,5,3,4,2,6,6,6,2022,38,411.99,5,4,New Product
K5YWXV2O,5,5,5,4,4,2,4,4,3,4,4,3,5,5,5,2022,25,259.6,4,5,Control
M9CTP4F9,3,4,4,4,5,5,3,3,4,6,5,4,7,7,7,2019,188,2068.29,3,5,Ad
7TJT2300,5,6,6,2,3,3,2,2,3,1,1,1,3,1,2,2022,26,195.8,6,4,Control
TDZX3F7P,7,7,7,2,3,2,7,7,7,7,7,5,7,7,7,2013,590,6645.07,4,5,Ad
HDMBTQ4H,3,3,4,5,4,6,5,7,6,7,6,5,7,6,7,2021,62,733.91,2,4,Ad
W4DF4PY0,4,5,3,1,1,1,6,4,4,5,4,3,6,6,5,2014,450,4972.93,4,4,Control
L3J5C0PV,7,7,6,1,1,1,7,5,6,7,7,7,7,6,7,2014,423,4774.12,3,5,Ad
DUMHAPF7,5,5,6,4,3,3,1,2,1,1,1,1,1,1,1,2021,54,528.33,6,4,Subscription
WL6CNWOE,6,7,5,2,1,2,6,6,7,5,5,5,5,6,6,2013,530,5931.1,4,4,Subscription
8H8J1UNW,3,4,5,4,3,4,4,4,5,4,4,4,3,3,3,2018,180,1987.79,3,3,New Product
KHIUB54D,7,6,6,5,5,5,1,2,1,1,1,1,3,3,3,2022,37,304.28,6,5,Subscription
2OXMYC8L,7,6,7,5,4,4,3,3,2,2,2,2,3,3,4,2022,31,271.87,6,5,Ad
QYVUHG8G,3,4,4,3,3,4,5,4,5,5,5,4,7,5,6,2020,66,796.39,3,4,Control
A2H07MU1,7,5,6,4,4,5,1,3,1,1,1,1,2,3,2,2021,54,464.99,6,5,Ad
MQK5YV42,6,7,6,1,1,1,6,5,6,6,4,5,6,6,5,2013,330,3483.99,4,4,Ad
24F4RVKH,6,7,6,1,1,1,5,6,6,6,5,6,5,5,5,2013,570,4908.82,3,5,New Product
JOI83Q4Z,6,4,6,4,4,4,2,1,1,1,1,1,2,1,1,2022,30,308.54,6,3,Control
ZGHIX7O5,5,4,5,3,4,1,1,2,2,1,1,1,1,1,1,2021,52,449,6,3,Control
7F8UUUI5,7,7,7,4,3,1,6,7,7,7,7,7,7,7,7,2017,288,2710.55,3,6,New Product
CCZ9RBA0,5,4,6,5,4,3,3,3,2,1,1,1,3,3,3,2022,28,228.18,6,5,New Product
H0KADLOM,6,7,7,2,1,1,6,6,7,6,3,4,7,6,6,2016,378,4484.66,5,6,New Product
DZSOBJDJ,3,3,4,1,1,1,3,3,2,6,4,4,7,7,7,2020,78,866.71,3,4,Subscription
PR8VVCNT,5,7,4,1,1,1,5,5,5,3,4,5,7,7,7,2014,333,3414.62,4,5,New Product
5M58QMG4,5,4,4,4,3,3,4,3,3,6,5,5,5,5,5,2020,117,1248.73,3,3,Subscription
748BDODJ,6,7,6,2,2,1,4,5,4,5,5,5,4,5,4,2015,328,3016.15,4,5,Subscription
JSEWLN3X,7,7,6,6,6,6,3,3,3,1,1,1,3,2,2,2021,50,469.47,7,4,Ad
BHX9MZBK,5,4,6,2,2,3,2,2,1,3,3,2,2,4,4,2022,27,237.48,5,5,Subscription
0GZ48WU4,7,7,6,1,1,1,5,7,7,4,4,5,5,6,6,2013,600,6356.95,5,5,Ad
9XZHGQ4Y,4,5,5,4,2,4,3,3,5,6,6,6,7,6,6,2022,31,335.11,2,5,Control
KNIH3H19,4,5,3,1,1,1,6,5,6,5,6,5,6,6,6,2014,423,4377.25,3,4,Control
C65BDG11,4,3,3,4,5,5,4,6,5,3,5,3,7,7,7,2022,33,325.3,4,6,Subscription
1MUXOGN4,5,4,5,3,3,4,4,4,5,5,5,4,7,7,7,2020,90,1004.91,4,4,Subscription
GKRV8MEE,7,6,6,4,5,4,1,1,1,3,2,2,1,1,2,2021,44,393.19,5,4,Subscription
1LI1VKG4,7,7,6,3,3,3,7,7,7,7,7,7,6,6,6,2014,441,4043.96,3,5,Ad
FNRRRZLF,4,6,2,1,1,1,4,4,4,6,5,6,5,5,5,2013,280,2982.25,2,4,Ad
6LPPR3BR,4,4,3,2,2,3,4,3,3,6,5,4,7,7,7,2023,15,178.3,3,5,Control
SKZH6CQV,5,6,6,5,4,5,6,5,6,7,7,5,7,7,7,2020,87,946.98,3,5,New Product
A8UIUASS,6,5,7,6,5,5,4,3,3,3,3,3,3,3,4,2022,26,228.27,5,3,Subscription
9W3A0QN4,6,6,5,4,3,3,3,3,2,2,2,2,3,3,3,2022,21,198.7,6,3,Control
Y2E3GNWT,7,7,7,2,2,1,7,7,7,6,5,6,6,6,7,2013,460,5403.92,4,5,Subscription
F7V04G2J,5,4,5,2,2,1,1,2,2,1,1,1,3,3,2,2021,42,382.44,6,4,Control
P3DYTG03,7,7,6,1,1,1,7,7,7,7,7,7,7,7,7,2014,360,3231.51,3,4,Subscription
QJ0VV8HP,6,5,6,4,4,4,2,3,1,1,1,1,3,3,2,2022,32,295.34,6,4,Subscription
61KVVPRQ,5,4,6,2,1,2,1,1,1,1,1,1,2,2,2,2021,38,325.13,6,3,Ad
XMBDZAZS,6,6,6,4,6,5,5,4,5,4,6,4,6,6,7,2017,216,2035.04,4,5,New Product
12H89WIF,3,3,1,3,3,4,2,3,3,5,5,4,6,5,5,2018,155,1462.87,2,4,Subscription
I8YRR38D,3,5,5,3,2,2,4,4,4,4,5,4,6,5,6,2021,58,637.52,4,4,Control
G4GVFFMR,4,5,3,3,3,3,4,4,5,7,7,7,6,6,6,2019,144,1396.54,1,5,Subscription
2D6P81P0,5,4,4,3,3,3,5,5,5,3,3,4,5,5,5,2017,216,1810.74,4,5,Subscription
ZAWZIYVR,6,7,5,1,1,1,6,7,6,4,4,4,5,5,5,2014,171,1654.65,5,6,Control
FDAIP4XT,5,4,7,2,2,3,2,3,2,2,1,2,1,1,2,2021,48,407.72,5,2,New Product
M9DT9XWM,5,5,4,2,2,1,1,2,2,2,2,2,2,1,2,2022,22,205.61,5,3,Ad
CDP2J8NG,5,5,7,7,5,6,4,6,5,4,6,4,7,7,6,2022,34,374.9,4,5,Control
GGEBWSUX,6,6,5,1,3,1,1,1,1,4,4,4,4,3,2,2021,50,490.88,4,3,Subscription
THZCZD89,7,7,7,3,4,3,2,3,2,2,3,2,4,4,3,2022,33,313.11,6,3,Ad
Q5F3S1CY,7,5,7,3,3,3,2,2,2,3,4,3,4,5,4,2021,56,571.73,5,3,New Product
Q0CWRFF3,1,2,4,2,1,1,2,3,3,4,4,5,5,5,5,2023,25,227.97,2,4,Ad
LVGMVMQC,5,5,5,5,3,4,2,3,2,5,6,5,5,5,5,2016,266,2659.48,3,5,New Product
CCIPAY93,5,4,4,2,2,1,1,1,1,2,1,2,2,1,2,2021,58,513.49,5,3,New Product
E9TYO4XV,6,4,6,2,1,1,3,4,4,2,3,3,4,4,4,2021,46,477.64,5,5,New Product
UCJSQNSV,7,5,6,4,3,2,3,2,2,2,1,2,2,2,2,2022,26,216.7,6,3,Subscription
OG1BTMOV,6,6,7,3,2,2,2,2,2,1,1,1,1,1,1,2022,28,270.84,6,4,New Product
VZ13R59U,3,4,4,4,3,4,4,3,4,4,4,4,6,5,5,2016,217,2419.52,3,4,Control
4BZ710UZ,4,5,3,4,3,4,4,3,3,4,5,4,6,5,5,2019,152,1645.45,3,4,Control
N0W4DXO3,3,4,4,6,6,5,4,5,4,4,5,4,7,6,7,2022,32,362.59,3,4,Ad
1SYIUAX9,5,6,4,5,4,6,3,5,5,4,5,5,7,7,7,2021,60,637.71,4,4,Ad
R5VHMW50,6,6,5,5,3,5,6,6,5,4,6,4,6,7,6,2021,52,580.16,4,5,Ad
APB45G0D,4,3,5,5,4,4,4,5,4,4,5,4,6,7,6,2019,116,1019.38,3,3,Subscription
TPJJUUB8,7,5,7,5,4,3,1,1,1,1,1,1,1,2,1,2022,27,239.9,6,3,Ad
FU9T6F0I,7,6,7,3,4,4,1,1,1,1,1,1,3,2,3,2021,64,533.18,6,4,Ad
51G2EMI3,3,4,4,6,3,4,3,3,4,5,4,5,4,3,4,2022,33,357.19,3,4,New Product
VXVT6XP7,7,6,7,6,4,5,2,2,2,3,2,2,3,2,3,2021,38,362.08,6,5,Ad
TT4A04FT,3,5,4,3,2,2,1,1,1,1,1,1,1,1,2,2021,54,516.41,5,3,Control
WA99E8EC,3,3,5,3,2,3,1,1,1,2,1,1,1,1,1,2021,44,386.83,5,3,Subscription
OFEEWJIC,6,6,7,4,3,2,3,4,2,3,1,2,2,2,3,2021,56,505.57,6,5,Subscription
T8782SMK,7,5,6,4,4,3,2,4,3,1,2,3,5,6,5,2022,21,170.57,6,5,New Product
NQZSF255,7,7,6,2,2,2,6,7,7,7,6,6,7,7,7,2014,351,2883.64,3,6,Control
1W5VWJAQ,4,4,3,3,3,3,5,5,5,5,3,4,7,7,7,2016,210,2206.45,4,4,Control
BED0VACN,7,7,6,2,2,2,6,6,6,7,5,7,7,7,7,2014,378,4340.49,3,6,Subscription
MTTIQGCD,4,3,5,3,2,3,1,2,1,1,1,1,4,4,3,2022,31,275.81,5,3,Control
8NY8AR07,2,2,2,1,1,2,3,4,3,3,2,2,6,6,6,2014,288,3127.62,4,5,New Product
5SSKXKC5,4,4,4,2,1,2,4,5,4,4,3,3,4,4,5,2023,23,232.98,4,4,Control
RWQYHXS6,4,5,5,5,5,5,6,6,6,5,4,4,7,7,7,2016,273,3011.52,4,4,Control
DIA37N9G,5,6,5,5,5,5,4,6,6,7,7,7,7,7,7,2015,280,3120.79,2,5,Control
AUB0GKW9,5,4,4,4,3,4,2,1,1,1,2,3,4,3,4,2022,26,236.19,5,3,New Product
OG64NLZE,7,7,5,3,4,1,7,7,7,6,5,5,7,5,6,2013,470,4630.82,4,5,Subscription
DD7Y08WN,7,7,7,3,2,1,6,7,7,7,7,7,7,7,7,2013,550,5247.52,3,6,Ad
1517MKWP,4,6,5,4,3,4,4,5,5,7,7,7,6,6,7,2020,87,898.23,2,4,New Product
MTCDUB0B,4,7,4,1,1,1,5,5,6,5,6,6,6,5,5,2015,328,3108.94,3,4,Control
FY55BVTR,7,6,6,1,1,1,5,7,6,5,6,6,5,7,5,2015,360,3573.48,4,5,New Product
GKRLVPWV,3,3,3,4,2,2,4,3,3,5,4,4,5,4,4,2022,28,308.32,3,4,Subscription
82TE99OF,5,4,5,4,4,6,7,7,6,5,7,4,5,5,6,2016,217,2353.78,3,3,Subscription
PULJTYIL,7,6,7,4,5,4,4,3,4,3,3,3,2,2,2,2022,32,288.91,5,3,Ad
G027J4OR,3,3,3,3,2,3,5,4,4,7,7,6,5,5,5,2021,64,550.91,1,4,Ad
DCPEJV71,6,7,5,1,1,1,5,5,6,6,6,6,6,6,5,2013,550,5380.07,3,6,Ad
3XI8EWDC,4,3,3,2,3,2,3,4,5,1,2,1,4,3,4,2021,82,839.21,5,5,Subscription
TFGNZCCH,5,5,4,4,4,5,5,4,5,4,5,3,7,7,7,2019,164,1822.16,4,3,Control
OWZGUMSJ,6,5,6,3,3,3,3,4,3,6,5,6,5,5,5,2022,43,492.19,3,5,Subscription
4MZZVSI6,6,5,6,3,4,4,2,3,2,1,1,1,3,3,3,2021,44,427.82,6,4,Subscription
WQ9ARI8M,6,7,7,2,2,1,6,6,7,4,4,3,6,6,6,2014,576,5868.89,5,4,Control
ZG6E0JA8,2,4,4,3,2,4,6,5,5,5,3,2,7,6,6,2015,272,2981.95,4,5,Ad
06IH2AKX,5,6,5,3,3,4,3,4,5,4,4,5,7,7,5,2023,7,77.23,4,5,Control
SUII6WUI,3,5,4,4,2,4,3,4,2,3,3,3,4,5,5,2011,432,4484.06,4,4,Subscription
WETWZN49,6,6,5,7,6,6,4,4,4,5,5,6,6,6,6,2016,231,2490.17,3,4,Control
TBQDYY1X,7,7,7,4,4,4,2,3,4,1,1,1,4,3,3,2021,34,321.57,7,4,Control
R310M93Z,7,7,7,1,1,1,6,7,7,7,7,7,6,5,6,2014,378,3958.3,3,6,Ad
J391L6QV,5,5,5,5,4,5,4,4,3,3,3,3,5,5,5,2016,245,2974.13,5,5,Control
EZKU9S90,5,5,6,6,3,4,2,2,1,4,3,3,2,3,3,2021,46,411.08,4,3,Subscription
7THLTFWY,7,6,7,3,3,3,1,2,1,1,1,2,1,1,1,2022,17,127.24,6,3,Control
SZUV495B,4,4,5,7,5,6,5,5,6,5,4,5,7,6,6,2023,33,381.82,4,4,Ad
OJSZWJB6,2,2,3,3,2,3,3,4,5,3,2,3,7,7,7,2020,108,1099.2,4,3,Subscription
ZOBMAFHS,6,5,4,3,4,3,2,1,1,2,2,2,1,1,2,2022,19,172.72,5,4,Control
5Y13770A,6,6,7,5,5,4,3,3,2,1,1,1,4,3,4,2021,58,516.62,7,5,Ad
HWWDMKAC,3,3,3,3,1,3,4,4,3,5,4,3,5,3,4,2018,140,1418.34,3,5,Control
AS8TVFGB,3,3,4,3,2,3,4,4,4,4,4,5,7,7,7,2017,222,2548.01,3,5,Ad
GF9G18CD,5,5,7,3,2,4,1,3,2,4,3,4,1,1,1,2021,56,508.11,4,3,Subscription
46RLOXPJ,7,7,7,2,1,1,4,5,5,6,6,7,6,7,7,2013,430,4982.16,3,4,New Product
NYWWBAA6,6,7,5,2,2,1,4,6,5,5,4,6,5,6,6,2014,459,4568.2,4,5,Subscription
USRRTMWU,7,7,5,2,1,1,7,6,7,6,6,6,7,7,7,2015,248,2608.25,3,5,Ad
T9K37DQ6,6,7,6,2,2,1,7,7,7,7,7,7,6,6,5,2016,315,3517.59,3,5,Control
N093F06Y,4,5,5,4,2,4,4,4,4,7,7,6,5,6,7,2011,444,4908.6,2,5,Subscription
07JL4QHZ,6,6,6,5,3,4,5,5,5,6,6,5,7,7,7,2015,344,3886.98,3,5,Ad
HWW5FIBF,6,4,4,2,3,3,3,2,2,1,1,1,1,1,1,2022,22,195.39,6,4,Subscription
JZQSLTWS,3,4,3,4,3,3,3,5,4,3,3,4,7,7,7,2022,34,387.8,4,5,Ad
NZ1Y31ZS,5,6,5,2,3,3,2,1,1,1,1,1,1,1,1,2022,22,215.29,6,3,New Product
B2GT5R4E,5,5,7,3,3,3,1,1,1,4,1,2,5,4,4,2021,56,471.13,5,2,New Product
4RR0J1LC,4,4,4,4,3,3,4,4,4,1,2,2,5,6,5,2023,3,31.41,5,4,New Product
Q35571WT,6,6,6,5,4,5,3,2,3,2,1,2,2,1,2,2022,30,307.22,6,2,Control
T3DEH9P6,5,4,5,2,4,3,2,4,3,3,3,3,4,5,4,2018,185,1790.16,4,3,Subscription
UEVQFSEQ,4,2,5,2,3,2,1,1,1,1,1,1,2,2,2,2021,70,630.27,5,4,Subscription
7MPF4G32,7,7,7,4,2,3,2,3,2,1,1,4,3,3,3,2022,25,233.48,6,3,Subscription
C9ACW5S0,7,6,6,4,4,4,3,2,2,1,1,1,1,1,1,2021,46,408.91,6,5,Subscription
R88ELJLQ,7,5,6,4,4,4,1,1,1,1,1,1,3,2,3,2021,66,613.97,6,3,Ad
GR1TJTRG,4,3,4,2,2,3,4,4,4,3,3,3,4,4,4,2022,41,415.15,4,5,New Product
3Q9QTH79,7,7,7,5,6,6,3,2,3,2,2,2,4,3,4,2021,54,478.11,6,3,Control
YBUARMCT,3,4,4,3,2,4,4,3,2,5,4,4,6,5,3,2023,25,301.32,3,4,Ad
AQ6I4TSH,7,7,7,4,3,3,6,7,7,7,6,7,6,6,7,2015,416,3907.99,3,6,Control
LRAX24R9,6,7,7,4,2,3,6,6,7,7,7,7,6,6,5,2017,276,2870.8,3,5,Ad
74JW6SEN,4,4,4,4,3,4,4,5,4,3,3,4,5,6,5,2023,15,155.58,4,5,Control
DFIL7D7J,7,4,7,4,4,4,3,3,2,1,1,1,1,2,2,2022,26,252.51,6,4,Subscription
UOZSPHOI,7,5,7,3,4,3,3,2,2,1,1,1,4,3,2,2021,56,508.33,7,4,Subscription
O8FQ68QO,5,5,5,5,4,5,5,4,4,5,5,6,7,7,7,2021,48,480.92,3,4,Control
A1AKL07O,4,3,4,4,5,5,4,3,2,5,7,4,7,7,7,2022,36,407.41,2,5,Subscription
A3AQO0QK,5,4,6,3,3,3,2,2,1,3,1,2,2,4,3,2022,23,188.38,5,3,Subscription
H9P1K1AX,2,1,2,1,1,1,2,2,2,1,1,1,2,3,2,2021,54,475.29,4,2,Control
HY083UE8,7,7,6,2,2,1,6,6,7,6,5,6,7,6,5,2014,315,3228.07,4,7,Control
HQ9077VV,6,5,7,4,3,3,2,2,2,1,1,1,4,3,3,2022,32,263.06,6,4,Ad
ZFOFK6JX,6,4,6,2,2,2,3,3,2,2,1,2,3,4,2,2021,48,447.87,6,5,Control
QIKPTFH3,7,7,7,3,3,2,6,7,6,5,4,3,7,7,7,2013,480,5605.74,5,7,New Product
7VWGQOJ7,5,7,3,2,1,1,4,4,4,6,7,6,5,5,5,2013,540,5317.12,2,5,Control
64V9LDPS,5,4,6,4,4,5,5,5,4,6,5,5,7,7,7,2021,70,945.29,3,5,Subscription
7AM3993S,6,5,5,2,3,3,2,2,3,2,1,2,3,1,1,2021,64,554.99,6,4,Subscription
RQEIVJRW,6,5,5,3,3,2,1,2,1,1,1,1,2,2,2,2022,25,218.89,6,5,Subscription
BL9PSBK7,4,5,5,3,3,4,4,5,5,5,4,5,6,6,7,2022,29,271.34,4,5,Control
7YBSYS4D,6,5,5,3,2,1,2,1,1,3,3,2,3,2,2,2021,62,574.41,5,4,New Product
SFB17CTD,6,5,7,4,4,5,2,2,2,3,1,2,4,3,3,2022,22,200.99,6,5,New Product
E8ES3H29,3,4,3,3,1,3,4,4,4,5,4,5,7,6,5,2022,38,421.48,3,4,New Product
QJHHV29Q,6,4,6,5,4,6,4,5,4,4,4,4,4,5,5,2022,40,440.76,4,5,Subscription
LYQX73KZ,7,7,7,2,2,1,7,7,6,7,7,7,7,7,7,2014,333,2987.36,3,5,Control
O34CMAMU,7,6,5,5,4,5,6,5,4,6,5,5,5,5,5,2019,96,1005.29,4,4,Control
R7TEAPWT,2,2,4,2,1,3,3,3,3,4,4,4,3,3,2,2014,306,3250,3,4,Ad
727A7PLU,6,4,6,2,1,1,1,2,1,3,2,2,1,2,1,2022,31,263.59,5,3,Ad
E421UEFL,5,5,6,4,4,4,2,3,2,1,1,1,2,2,2,2021,58,574.41,6,3,Control
MBPEYO00,7,7,7,6,5,5,2,2,1,3,4,5,4,3,4,2022,17,148.61,5,4,Control
H53OR0U9,4,4,3,2,1,2,5,5,4,6,4,5,7,6,6,2015,248,2482.85,3,5,New Product
YFCTV2TV,7,7,7,6,5,4,3,4,3,1,2,2,3,3,4,2022,32,292.28,7,3,New Product
UK3TIS97,7,6,7,6,4,5,3,3,3,2,1,3,1,2,2,2021,48,434.31,6,4,Control
QGN944F0,7,7,7,3,3,1,7,7,7,7,6,5,7,7,7,2014,612,5782.84,4,5,New Product
GYDGARF7,6,4,5,3,2,2,1,1,1,1,1,1,1,1,1,2022,35,327.6,6,3,Control
M0TN553C,2,2,2,1,1,1,3,2,2,2,3,2,5,5,6,2021,70,621.7,4,3,Ad
VYC5KTQ5,6,4,5,3,4,3,4,4,4,3,1,2,2,1,2,2022,25,236.34,5,4,New Product
9KB1ELNE,5,6,5,2,2,1,6,6,5,5,5,4,5,6,5,2013,270,3036.28,4,4,New Product
OVJW1F3J,6,5,6,3,1,2,3,2,1,2,1,1,1,1,2,2022,19,162,6,5,Subscription
ICZFQL71,5,7,6,1,1,1,5,6,6,6,6,5,6,7,6,2014,297,3343.88,3,4,Subscription
C2F2RILV,5,7,5,3,1,1,7,7,7,4,4,5,5,4,6,2013,370,3314.75,4,5,New Product
ASKSTM5M,5,7,5,2,2,1,6,7,7,4,4,4,7,7,7,2014,468,4742.06,5,5,Subscription
H0PWTB8O,6,4,6,4,3,2,1,2,1,1,1,1,3,4,3,2021,60,528.35,6,4,Ad
EHZVO2BO,1,3,2,4,2,3,4,5,4,2,2,2,7,6,7,2019,152,1610.5,4,5,New Product
QANVEAF2,6,7,5,1,1,2,6,6,7,7,7,6,7,7,7,2015,496,4416.48,3,6,New Product
FQEON937,6,7,4,3,2,1,6,6,7,3,4,3,7,7,6,2016,378,3391.96,5,5,New Product
W9C6SVI3,6,5,5,5,5,5,5,6,5,4,4,4,6,6,7,2018,195,2104.17,4,5,New Product
GQF342P3,7,7,6,2,2,1,5,5,7,6,7,7,7,7,7,2015,312,3191.54,3,5,Control
31C25MEW,1,2,3,3,1,2,3,3,2,4,6,4,4,4,4,2023,3,35.67,2,3,New Product
M02VEIPN,4,2,2,3,3,4,4,4,4,4,4,4,5,5,4,2015,240,2644.21,3,5,Subscription
PWNMGGVT,5,4,5,4,5,5,4,5,4,4,2,3,3,3,3,2021,56,467.71,5,5,Subscription
463W83QR,6,7,7,2,1,1,5,5,6,6,6,7,7,7,7,2015,344,3329.05,3,5,Ad
1NT8Z9Y2,6,6,6,3,2,2,2,2,2,3,3,2,3,3,3,2021,38,363.55,5,3,New Product
7ZCXXLJA,7,7,7,3,3,3,6,6,7,7,7,7,5,6,4,2015,528,5499.58,3,6,New Product
LDU307M7,5,3,3,5,4,5,5,4,4,5,4,4,6,6,7,2023,10,97.57,3,5,Subscription
UXRS5502,5,4,5,2,2,1,1,1,1,1,2,1,2,2,1,2022,27,267.26,5,3,New Product
2OTO9PWN,2,2,3,1,1,2,2,2,2,1,2,2,3,3,3,2022,30,338.86,4,5,New Product
7H9ZZJ5T,5,6,4,1,1,1,5,3,5,6,7,6,6,6,6,2015,280,2964.89,2,4,Subscription
4OLYJNJ9,6,7,7,2,2,1,7,7,7,5,6,5,7,7,7,2016,238,2130.32,4,4,Subscription
XZAN0UOJ,7,7,7,5,4,4,1,1,1,1,2,2,3,3,3,2021,42,386.44,6,5,Subscription
XX4T1GVT,6,5,6,4,2,4,2,3,2,2,1,2,3,3,3,2021,54,440.1,6,3,New Product
GLGKFC2N,6,5,5,4,5,4,1,3,3,1,1,3,4,4,4,2022,37,428.08,6,4,New Product
PCCOF2PR,7,5,5,3,3,2,1,1,1,1,1,1,1,1,1,2021,48,420.75,6,3,Control
SWBKMJ8K,7,7,6,3,3,1,6,6,7,7,7,7,7,7,7,2013,520,4955.19,3,5,Subscription
J4WITL9K,5,5,5,4,4,5,3,4,4,4,4,4,7,7,7,2017,108,1081.3,4,4,Ad
CGEZUI7H,4,5,4,3,4,4,4,3,4,2,2,3,4,2,3,2022,40,464.64,5,4,New Product
2WGMJAL5,5,4,5,7,7,7,5,5,5,4,6,4,4,4,5,2018,195,2031.47,3,4,Ad
1GX1U15N,6,6,7,5,4,4,2,2,1,2,1,2,1,1,2,2022,19,177.03,6,4,Subscription
RQV1Q6IS,7,7,7,3,2,1,7,6,7,7,7,7,7,7,7,2016,196,1835.69,3,6,New Product
AH46JID5,4,7,4,1,1,1,7,7,6,6,5,5,7,7,7,2014,342,2893.18,3,4,Control
VGJM2SM2,6,6,5,1,1,1,7,7,7,6,5,5,7,7,7,2014,486,5833.65,4,5,Subscription
Q1HSIZ0P,6,7,5,1,1,1,6,4,5,4,4,4,6,7,5,2013,230,2388.05,4,5,Control
PKC1L43Z,4,3,3,4,5,5,4,4,3,3,5,4,4,4,4,2021,66,702.08,3,5,Subscription
GYKEACJA,7,7,5,4,3,3,7,7,7,5,6,5,7,7,7,2016,266,2742.87,4,6,Subscription
WZUQNWUW,5,5,7,4,3,3,1,2,1,3,2,3,1,1,2,2022,30,248.12,5,4,New Product
FGX3N0SD,6,6,5,3,4,2,2,3,2,3,2,1,2,1,2,2021,54,513.68,5,3,Control
3DWF11IL,6,6,5,3,4,3,3,2,3,2,2,2,4,3,3,2021,54,502.14,6,3,Subscription
GVMSM674,4,6,3,1,1,1,4,4,5,5,4,5,4,3,3,2013,170,1586.03,3,4,Control
MVA7SH4A,5,5,5,2,1,1,1,1,1,2,1,3,3,3,4,2021,58,531.7,5,2,Control
8W3ABIWY,4,5,3,4,4,4,5,4,4,5,6,4,7,7,7,2017,204,2364.53,3,4,Ad
0GN8R9DV,6,7,4,1,1,1,4,5,6,5,5,5,7,7,7,2015,528,5924.78,4,6,Control
IPNWVDMK,7,6,6,4,5,6,3,2,2,2,2,2,2,3,3,2021,40,330.81,6,4,Ad
H86HP2FB,5,6,5,3,3,4,3,4,5,7,7,7,7,7,6,2022,44,462.97,2,3,Control
KC5R9ZY6,7,7,7,6,6,5,3,3,3,2,3,3,5,5,7,2022,16,143.64,6,5,Subscription
DY9IKHH3,5,5,7,3,2,4,2,1,2,2,1,2,2,2,1,2022,19,178.68,6,3,Control
ZS605VXB,6,6,6,4,3,3,2,2,2,2,2,2,3,3,4,2021,60,593.86,6,4,Control
4VD0Z006,5,4,5,4,3,2,2,2,1,3,4,2,1,2,1,2021,58,547.55,4,3,New Product
DZ42NL8E,4,3,3,4,4,4,3,3,2,3,5,3,7,7,6,2022,22,299.2,3,4,Control
TNDJEHBL,6,5,5,1,3,1,1,1,1,1,1,2,3,1,1,2022,21,172.14,6,4,Control
